price,postal_code,address,bed,full_bath,half_bath,property_area,property_type,latitude,longitude,year_built,years_old,distance_downtown,monthly_payments,lot_size,basement,garage
465000,T2P3R8,402B - 500 EAU CLAIRE AVE SW,2.0,2.0,,1712.0,condo,51.052738,-114.072507,2000.0,20.0,0.8723282906155947,2010.72,,0.0,0.0
465000,T2P3R8,402B - 500 EAU CLAIRE AVE SW,2.0,2.0,,1712.0,condo,51.053124,-114.072533,1954.0,66.0,0.914786460695553,1599.49,,0.0,1.0
465000,T2P3R8,402B - 500 EAU CLAIRE AVE SW,2.0,2.0,,1712.0,condo,51.053124,-114.072533,1957.0,63.0,0.914786460695553,1599.49,,0.0,1.0
465000,T2P3R8,402B - 500 EAU CLAIRE AVE SW,2.0,2.0,,1712.0,condo,51.053124,-114.072533,1973.0,47.0,0.914786460695553,1599.49,,0.0,1.0
369900,T2P3R8,1302A - 500 EAU CLAIRE AVE SW,2.0,2.0,,1699.0,condo,51.052738,-114.072507,2004.0,16.0,0.8723282906155947,2010.72,,0.0,0.0
369900,T2P3R8,1302A - 500 EAU CLAIRE AVE SW,2.0,2.0,,1699.0,condo,51.052738,-114.072507,1996.0,24.0,0.8723282906155947,2010.72,,0.0,0.0
369900,T2P3R8,1302A - 500 EAU CLAIRE AVE SW,2.0,2.0,,1699.0,condo,51.052738,-114.072507,2000.0,20.0,0.8723282906155947,2010.72,,0.0,0.0
369900,T2P3R8,1302A - 500 EAU CLAIRE AVE SW,2.0,2.0,,1699.0,condo,51.053124,-114.072533,1954.0,66.0,0.914786460695553,1599.49,,0.0,1.0
369900,T2P3R8,1302A - 500 EAU CLAIRE AVE SW,2.0,2.0,,1699.0,condo,51.053124,-114.072533,1957.0,63.0,0.914786460695553,1599.49,,0.0,1.0
369900,T2P3R8,1302A - 500 EAU CLAIRE AVE SW,2.0,2.0,,1699.0,condo,51.053124,-114.072533,1973.0,47.0,0.914786460695553,1599.49,,0.0,1.0
839000,T2T2V4,2044 49 AVE SW,4.0,3.0,1.0,1804.0,house,51.009954,-114.10891799999999,,,4.597098328831861,3627.94,3057,1.0,1.0
839000,T2T2V4,2044 49 AVE SW,4.0,3.0,1.0,1804.0,house,51.009954,-114.10891799999999,1955.0,65.0,4.597098328831861,3627.94,3057,1.0,1.0
839000,T2T2V4,2044 49 AVE SW,4.0,3.0,1.0,1804.0,house,51.009954,-114.10891799999999,2013.0,7.0,4.597098328831861,3627.94,3057,1.0,1.0
240000,T2Y3Z7,408 - 270 SHAWVILLE WAY SE,2.0,2.0,,883.0,condo,50.900736,-114.06866000000001,,,16.04502038004301,1037.79,,0.0,0.0
240000,T2Y3Z7,408 - 270 SHAWVILLE WAY SE,2.0,2.0,,883.0,condo,50.900736,-114.06866000000001,2011.0,9.0,16.04502038004301,1037.79,,0.0,0.0
240000,T2Y3Z7,408 - 270 SHAWVILLE WAY SE,2.0,2.0,,883.0,condo,50.900736,-114.06866000000001,1990.0,30.0,16.04502038004301,1037.79,,0.0,0.0
292500,T2Z4G2,177 Mckenzie Towne Gate SE,3.0,1.0,1.0,1153.0,townhouse,50.91397,-113.958477,1969.0,51.0,16.662744350436864,1264.81,naOc,1.0,1.0
292500,T2Z4G2,177 Mckenzie Towne Gate SE,3.0,1.0,1.0,1153.0,townhouse,50.91397,-113.958477,2004.0,16.0,16.662744350436864,1264.81,naOc,1.0,1.0
292500,T2Z4G2,177 Mckenzie Towne Gate SE,3.0,1.0,1.0,1153.0,townhouse,50.91397,-113.958477,2020.0,0.0,16.662744350436864,1264.81,naOc,1.0,1.0
949900,T2N0P6,2628 4 AVE NW,4.0,3.0,1.0,1942.0,house,51.056264,-114.12191399999999,2004.0,16.0,3.581785761280497,4107.48,5996,1.0,1.0
949900,T2N0P6,2628 4 AVE NW,4.0,3.0,1.0,1942.0,house,51.056264,-114.12191399999999,,,3.581785761280497,4107.48,5996,1.0,1.0
949900,T2N0P6,2628 4 AVE NW,4.0,3.0,1.0,1942.0,house,51.056264,-114.12191399999999,2020.0,0.0,3.581785761280497,4107.48,5996,1.0,1.0
345000,T1Y4Y9,21 TEMPLEGREEN RD NE,3.0,1.0,1.0,1315.0,house,51.087731,-113.94033799999998,1999.0,21.0,10.482191128565292,1491.82,2906,1.0,0.0
345000,T1Y4Y9,21 TEMPLEGREEN RD NE,3.0,1.0,1.0,1315.0,house,51.087731,-113.94033799999998,,,10.482191128565292,1491.82,2906,1.0,0.0
345000,T1Y4Y9,21 TEMPLEGREEN RD NE,3.0,1.0,1.0,1315.0,house,51.087731,-113.94033799999998,2002.0,18.0,10.482191128565292,1491.82,2906,1.0,0.0
2495000,T2S1V1,3018 3 ST SW,6.0,5.0,1.0,3645.0,house,51.027751,-114.069627,2018.0,2.0,1.9366899522038596,,,0.0,0.0
2495000,T2S1V1,3018 3 ST SW,6.0,5.0,1.0,3645.0,house,51.027751,-114.069627,1969.0,51.0,1.9366899522038596,,,0.0,0.0
2495000,T2S1V1,3018 3 ST SW,6.0,5.0,1.0,3645.0,house,51.027751,-114.069627,2020.0,0.0,1.9366899522038596,,,0.0,0.0
519904,T2B0E1,4205 26 AVE SE,,,,1706.0,house,51.030289,-113.973729,,,7.197252786071153,2248.13,naOc,1.0,1.0
519904,T2B0E1,4205 26 AVE SE,,,,1706.0,house,51.030289,-113.973729,2004.0,16.0,7.197252786071153,2248.13,naOc,1.0,1.0
519904,T2B0E1,4205 26 AVE SE,,,,1706.0,house,51.030289,-113.973729,2011.0,9.0,7.197252786071153,2248.13,naOc,1.0,1.0
139000,T2W3L6,933 - 11620 ELBOW DR SW,2.0,1.0,,758.0,condo,50.949677,-114.08312600000001,1983.0,37.0,10.616458543439027,601.05,,0.0,0.0
139000,T2W3L6,933 - 11620 ELBOW DR SW,2.0,1.0,,758.0,condo,50.949677,-114.08312600000001,2011.0,9.0,10.616458543439027,601.05,,0.0,0.0
139000,T2W3L6,933 - 11620 ELBOW DR SW,2.0,1.0,,758.0,condo,50.949677,-114.08312600000001,2020.0,0.0,10.616458543439027,601.05,,0.0,0.0
139000,T2W3L6,933 - 11620 ELBOW DR SW,2.0,1.0,,758.0,condo,50.949677,-114.08312600000001,2020.0,0.0,10.616458543439027,574.68,,0.0,0.0
139000,T2W3L6,933 - 11620 ELBOW DR SW,2.0,1.0,,758.0,condo,50.949677,-114.08312600000001,2012.0,8.0,10.616458543439027,574.68,,0.0,0.0
139000,T2W3L6,933 - 11620 ELBOW DR SW,2.0,1.0,,758.0,condo,50.949677,-114.08312600000001,2006.0,14.0,10.616458543439027,574.68,,0.0,0.0
132900,T2W3L6,104 - 11620 ELBOW DR SW,2.0,1.0,,747.0,condo,50.949677,-114.08312600000001,1983.0,37.0,10.616458543439027,601.05,,0.0,0.0
132900,T2W3L6,104 - 11620 ELBOW DR SW,2.0,1.0,,747.0,condo,50.949677,-114.08312600000001,2011.0,9.0,10.616458543439027,601.05,,0.0,0.0
132900,T2W3L6,104 - 11620 ELBOW DR SW,2.0,1.0,,747.0,condo,50.949677,-114.08312600000001,2020.0,0.0,10.616458543439027,601.05,,0.0,0.0
132900,T2W3L6,104 - 11620 ELBOW DR SW,2.0,1.0,,747.0,condo,50.949677,-114.08312600000001,2020.0,0.0,10.616458543439027,574.68,,0.0,0.0
132900,T2W3L6,104 - 11620 ELBOW DR SW,2.0,1.0,,747.0,condo,50.949677,-114.08312600000001,2012.0,8.0,10.616458543439027,574.68,,0.0,0.0
132900,T2W3L6,104 - 11620 ELBOW DR SW,2.0,1.0,,747.0,condo,50.949677,-114.08312600000001,2006.0,14.0,10.616458543439027,574.68,,0.0,0.0
329900,T1Y2Z3,4312 49 ST NE,5.0,1.0,1.0,1397.0,house,51.090065,-113.96219099999999,2007.0,13.0,9.285024515480936,1426.53,3993,1.0,1.0
329900,T1Y2Z3,4312 49 ST NE,5.0,1.0,1.0,1397.0,house,51.090065,-113.96219099999999,1983.0,37.0,9.285024515480936,1426.53,3993,1.0,1.0
329900,T1Y2Z3,4312 49 ST NE,5.0,1.0,1.0,1397.0,house,51.090065,-113.96219099999999,2011.0,9.0,9.285024515480936,1426.53,3993,1.0,1.0
370000,T3K6G9,139 COVEMEADOW CLOSE NE,2.0,3.0,1.0,1234.0,house,51.171358000000005,-114.06102299999999,2001.0,19.0,14.089485717437183,1599.93,2799,1.0,1.0
370000,T3K6G9,139 COVEMEADOW CLOSE NE,2.0,3.0,1.0,1234.0,house,51.171358000000005,-114.06102299999999,2007.0,13.0,14.089485717437183,1599.93,2799,1.0,1.0
370000,T3K6G9,139 COVEMEADOW CLOSE NE,2.0,3.0,1.0,1234.0,house,51.171358000000005,-114.06102299999999,1983.0,37.0,14.089485717437183,1599.93,2799,1.0,1.0
559900,T2W0X1,1120 SOUTHGLEN DR SW,4.0,2.0,1.0,1918.0,house,50.954264,-114.08818899999999,2003.0,17.0,10.135907205724056,2421.08,6631,1.0,1.0
559900,T2W0X1,1120 SOUTHGLEN DR SW,4.0,2.0,1.0,1918.0,house,50.954264,-114.08818899999999,2001.0,19.0,10.135907205724056,2421.08,6631,1.0,1.0
559900,T2W0X1,1120 SOUTHGLEN DR SW,4.0,2.0,1.0,1918.0,house,50.954264,-114.08818899999999,2007.0,13.0,10.135907205724056,2421.08,6631,1.0,1.0
179900,T2E5W2,4 - 1615 MCGONIGAL DR NE,2.0,1.0,1.0,836.0,townhouse,51.057615999999996,-114.01659,2020.0,0.0,4.251403626304075,777.91,2395,0.0,0.0
179900,T2E5W2,4 - 1615 MCGONIGAL DR NE,2.0,1.0,1.0,836.0,townhouse,51.057615999999996,-114.01659,2003.0,17.0,4.251403626304075,777.91,2395,0.0,0.0
179900,T2E5W2,4 - 1615 MCGONIGAL DR NE,2.0,1.0,1.0,836.0,townhouse,51.057615999999996,-114.01659,2001.0,19.0,4.251403626304075,777.91,2395,0.0,0.0
179900,T2E5W2,4 - 1615 MCGONIGAL DR NE,2.0,1.0,1.0,836.0,townhouse,51.057415,-114.017214,2019.0,1.0,4.202842049735534,1296.8,naOc,1.0,1.0
179900,T2E5W2,4 - 1615 MCGONIGAL DR NE,2.0,1.0,1.0,836.0,townhouse,51.057415,-114.017214,2006.0,14.0,4.202842049735534,1296.8,naOc,1.0,1.0
179900,T2E5W2,4 - 1615 MCGONIGAL DR NE,2.0,1.0,1.0,836.0,townhouse,51.057415,-114.017214,2003.0,17.0,4.202842049735534,1296.8,naOc,1.0,1.0
299900,T2E5W2,1 - 1603 MCGONIGAL DR NE,2.0,1.0,1.0,980.0,townhouse,51.057615999999996,-114.01659,2020.0,0.0,4.251403626304075,777.91,2395,0.0,0.0
299900,T2E5W2,1 - 1603 MCGONIGAL DR NE,2.0,1.0,1.0,980.0,townhouse,51.057615999999996,-114.01659,2003.0,17.0,4.251403626304075,777.91,2395,0.0,0.0
299900,T2E5W2,1 - 1603 MCGONIGAL DR NE,2.0,1.0,1.0,980.0,townhouse,51.057615999999996,-114.01659,2001.0,19.0,4.251403626304075,777.91,2395,0.0,0.0
299900,T2E5W2,1 - 1603 MCGONIGAL DR NE,2.0,1.0,1.0,980.0,townhouse,51.057415,-114.017214,2019.0,1.0,4.202842049735534,1296.8,naOc,1.0,1.0
299900,T2E5W2,1 - 1603 MCGONIGAL DR NE,2.0,1.0,1.0,980.0,townhouse,51.057415,-114.017214,2006.0,14.0,4.202842049735534,1296.8,naOc,1.0,1.0
299900,T2E5W2,1 - 1603 MCGONIGAL DR NE,2.0,1.0,1.0,980.0,townhouse,51.057415,-114.017214,2003.0,17.0,4.202842049735534,1296.8,naOc,1.0,1.0
219900,T2K6K5,106 - 6800 HUNTERVIEW DR NW,2.0,2.0,,829.0,condo,51.111758,-114.07913799999999,1980.0,40.0,7.440027774667072,950.87,,0.0,0.0
219900,T2K6K5,106 - 6800 HUNTERVIEW DR NW,2.0,2.0,,829.0,condo,51.111758,-114.07913799999999,2020.0,0.0,7.440027774667072,950.87,,0.0,0.0
219900,T2K6K5,106 - 6800 HUNTERVIEW DR NW,2.0,2.0,,829.0,condo,51.111758,-114.07913799999999,2003.0,17.0,7.440027774667072,950.87,,0.0,0.0
219900,T2K6K5,106 - 6800 HUNTERVIEW DR NW,2.0,2.0,,829.0,condo,51.111757,-114.07913799999999,1981.0,39.0,7.439916676860262,1080.38,,0.0,0.0
219900,T2K6K5,106 - 6800 HUNTERVIEW DR NW,2.0,2.0,,829.0,condo,51.111757,-114.07913799999999,2004.0,16.0,7.439916676860262,1080.38,,0.0,0.0
219900,T2K6K5,106 - 6800 HUNTERVIEW DR NW,2.0,2.0,,829.0,condo,51.111757,-114.07913799999999,2020.0,0.0,7.439916676860262,1080.38,,0.0,0.0
249850,T2K6K5,316 - 6800 HUNTERVIEW DR NW,2.0,2.0,,940.0,condo,51.111758,-114.07913799999999,1980.0,40.0,7.440027774667072,950.87,,0.0,0.0
249850,T2K6K5,316 - 6800 HUNTERVIEW DR NW,2.0,2.0,,940.0,condo,51.111758,-114.07913799999999,2020.0,0.0,7.440027774667072,950.87,,0.0,0.0
249850,T2K6K5,316 - 6800 HUNTERVIEW DR NW,2.0,2.0,,940.0,condo,51.111758,-114.07913799999999,2003.0,17.0,7.440027774667072,950.87,,0.0,0.0
249850,T2K6K5,316 - 6800 HUNTERVIEW DR NW,2.0,2.0,,940.0,condo,51.111757,-114.07913799999999,1981.0,39.0,7.439916676860262,1080.38,,0.0,0.0
249850,T2K6K5,316 - 6800 HUNTERVIEW DR NW,2.0,2.0,,940.0,condo,51.111757,-114.07913799999999,2004.0,16.0,7.439916676860262,1080.38,,0.0,0.0
249850,T2K6K5,316 - 6800 HUNTERVIEW DR NW,2.0,2.0,,940.0,condo,51.111757,-114.07913799999999,2020.0,0.0,7.439916676860262,1080.38,,0.0,0.0
269900,T2B2K3,109 DOVERTREE PL SE,3.0,2.0,,740.0,house,51.029851,-113.970522,,,7.426797326076086,1167.08,3261,1.0,0.0
269900,T2B2K3,109 DOVERTREE PL SE,3.0,2.0,,740.0,house,51.029851,-113.970522,1980.0,40.0,7.426797326076086,1167.08,3261,1.0,0.0
269900,T2B2K3,109 DOVERTREE PL SE,3.0,2.0,,740.0,house,51.029851,-113.970522,2020.0,0.0,7.426797326076086,1167.08,3261,1.0,0.0
449000,T2J6R5,48 DEERSAXON CIR SE,4.0,3.0,,1455.0,house,50.921665000000004,-114.018841,,,14.245553863673718,1941.53,4155,1.0,1.0
449000,T2J6R5,48 DEERSAXON CIR SE,4.0,3.0,,1455.0,house,50.921665000000004,-114.018841,1980.0,40.0,14.245553863673718,1941.53,4155,1.0,1.0
459000,T2Z2W6,32 INVERNESS BLVD SE,5.0,3.0,1.0,1811.0,house,50.915127000000005,-113.97105400000001,1970.0,50.0,16.138238640341626,1984.77,4176,1.0,1.0
459000,T2Z2W6,32 INVERNESS BLVD SE,5.0,3.0,1.0,1811.0,house,50.915127000000005,-113.97105400000001,,,16.138238640341626,1984.77,4176,1.0,1.0
1595000,T2S0N8,621 29 AVE SW,4.0,4.0,1.0,2905.0,house,51.028023,-114.07868700000002,1991.0,29.0,1.9114819740920976,,,0.0,0.0
1595000,T2S0N8,621 29 AVE SW,4.0,4.0,1.0,2905.0,house,51.028023,-114.07868700000002,1970.0,50.0,1.9114819740920976,,,0.0,0.0
1595000,T2S0N8,621 29 AVE SW,4.0,4.0,1.0,2905.0,house,51.028023,-114.07868700000002,,,1.9114819740920976,,,0.0,0.0
297000,T2R0H8,206 - 817 15 AVE SW,1.0,1.0,,703.0,condo,51.038786,-114.080193,2020.0,0.0,0.8124749963952408,1284.26,,0.0,1.0
297000,T2R0H8,206 - 817 15 AVE SW,1.0,1.0,,703.0,condo,51.038786,-114.080193,1991.0,29.0,0.8124749963952408,1284.26,,0.0,1.0
297000,T2R0H8,206 - 817 15 AVE SW,1.0,1.0,,703.0,condo,51.038786,-114.080193,1970.0,50.0,0.8124749963952408,1284.26,,0.0,1.0
297000,T2R0H8,206 - 817 15 AVE SW,1.0,1.0,,703.0,condo,51.038786,-114.080193,,,0.8124749963952408,1599.93,,0.0,1.0
297000,T2R0H8,206 - 817 15 AVE SW,1.0,1.0,,703.0,condo,51.038786,-114.080193,2012.0,8.0,0.8124749963952408,1599.93,,0.0,1.0
297000,T2R0H8,206 - 817 15 AVE SW,1.0,1.0,,703.0,condo,51.038786,-114.080193,1978.0,42.0,0.8124749963952408,1599.93,,0.0,1.0
370000,T2R0H8,302 - 817 15 AVE SW,2.0,2.0,,962.0,condo,51.038786,-114.080193,2020.0,0.0,0.8124749963952408,1284.26,,0.0,1.0
370000,T2R0H8,302 - 817 15 AVE SW,2.0,2.0,,962.0,condo,51.038786,-114.080193,1991.0,29.0,0.8124749963952408,1284.26,,0.0,1.0
370000,T2R0H8,302 - 817 15 AVE SW,2.0,2.0,,962.0,condo,51.038786,-114.080193,1970.0,50.0,0.8124749963952408,1284.26,,0.0,1.0
370000,T2R0H8,302 - 817 15 AVE SW,2.0,2.0,,962.0,condo,51.038786,-114.080193,,,0.8124749963952408,1599.93,,0.0,1.0
370000,T2R0H8,302 - 817 15 AVE SW,2.0,2.0,,962.0,condo,51.038786,-114.080193,2012.0,8.0,0.8124749963952408,1599.93,,0.0,1.0
370000,T2R0H8,302 - 817 15 AVE SW,2.0,2.0,,962.0,condo,51.038786,-114.080193,1978.0,42.0,0.8124749963952408,1599.93,,0.0,1.0
332500,T3J1A9,271 FALWOOD WAY NE,4.0,2.0,,1035.0,house,51.098816,-113.93812,1999.0,21.0,11.226298436498103,1437.77,4951,1.0,1.0
332500,T3J1A9,271 FALWOOD WAY NE,4.0,2.0,,1035.0,house,51.098816,-113.93812,2020.0,0.0,11.226298436498103,1437.77,4951,1.0,1.0
332500,T3J1A9,271 FALWOOD WAY NE,4.0,2.0,,1035.0,house,51.098816,-113.93812,1977.0,43.0,11.226298436498103,1437.77,4951,1.0,1.0
189900,T2N2A3,210 - 429 14 ST NW,1.0,1.0,,625.0,condo,51.056425,-114.095147,1999.0,21.0,1.955780456190532,821.15,,0.0,0.0
189900,T2N2A3,210 - 429 14 ST NW,1.0,1.0,,625.0,condo,51.056425,-114.095147,1977.0,43.0,1.955780456190532,821.15,,0.0,0.0
449900,T2P0W3,1412 - 222 RIVERFRONT AVE SW,1.0,2.0,,778.0,condo,51.052490999999996,-114.066799,2000.0,20.0,0.9768777119173024,1945.42,,0.0,1.0
449900,T2P0W3,1412 - 222 RIVERFRONT AVE SW,1.0,2.0,,778.0,condo,51.052490999999996,-114.066799,1999.0,21.0,0.9768777119173024,1945.42,,0.0,1.0
449900,T2P0W3,1412 - 222 RIVERFRONT AVE SW,1.0,2.0,,778.0,condo,51.052490999999996,-114.066799,2005.0,15.0,0.9768777119173024,1945.42,,0.0,1.0
449900,T2P0W3,1412 - 222 RIVERFRONT AVE SW,1.0,2.0,,778.0,condo,51.052484,-114.06642,2021.0,-1.0,0.9900567496105994,1465.88,,0.0,1.0
449900,T2P0W3,1412 - 222 RIVERFRONT AVE SW,1.0,2.0,,778.0,condo,51.052484,-114.06642,1957.0,63.0,0.9900567496105994,1465.88,,0.0,1.0
449900,T2P0W3,1412 - 222 RIVERFRONT AVE SW,1.0,2.0,,778.0,condo,51.052484,-114.06642,2010.0,10.0,0.9900567496105994,1465.88,,0.0,1.0
449900,T2P0W3,1412 - 222 RIVERFRONT AVE SW,1.0,2.0,,778.0,condo,51.052626000000004,-114.06714299999999,1979.0,41.0,0.9778613353222038,2464.32,,0.0,0.0
449900,T2P0W3,1412 - 222 RIVERFRONT AVE SW,1.0,2.0,,778.0,condo,51.052626000000004,-114.06714299999999,2019.0,1.0,0.9778613353222038,2464.32,,0.0,0.0
449900,T2P0W3,1412 - 222 RIVERFRONT AVE SW,1.0,2.0,,778.0,condo,51.052626000000004,-114.06714299999999,2001.0,19.0,0.9778613353222038,2464.32,,0.0,0.0
339000,T2P0W3,1216 - 222 RIVERFRONT AVE SW,1.0,1.0,,616.0,condo,51.052490999999996,-114.066799,2000.0,20.0,0.9768777119173024,1945.42,,0.0,1.0
339000,T2P0W3,1216 - 222 RIVERFRONT AVE SW,1.0,1.0,,616.0,condo,51.052490999999996,-114.066799,1999.0,21.0,0.9768777119173024,1945.42,,0.0,1.0
339000,T2P0W3,1216 - 222 RIVERFRONT AVE SW,1.0,1.0,,616.0,condo,51.052490999999996,-114.066799,2005.0,15.0,0.9768777119173024,1945.42,,0.0,1.0
339000,T2P0W3,1216 - 222 RIVERFRONT AVE SW,1.0,1.0,,616.0,condo,51.052484,-114.06642,2021.0,-1.0,0.9900567496105994,1465.88,,0.0,1.0
339000,T2P0W3,1216 - 222 RIVERFRONT AVE SW,1.0,1.0,,616.0,condo,51.052484,-114.06642,1957.0,63.0,0.9900567496105994,1465.88,,0.0,1.0
339000,T2P0W3,1216 - 222 RIVERFRONT AVE SW,1.0,1.0,,616.0,condo,51.052484,-114.06642,2010.0,10.0,0.9900567496105994,1465.88,,0.0,1.0
339000,T2P0W3,1216 - 222 RIVERFRONT AVE SW,1.0,1.0,,616.0,condo,51.052626000000004,-114.06714299999999,1979.0,41.0,0.9778613353222038,2464.32,,0.0,0.0
339000,T2P0W3,1216 - 222 RIVERFRONT AVE SW,1.0,1.0,,616.0,condo,51.052626000000004,-114.06714299999999,2019.0,1.0,0.9778613353222038,2464.32,,0.0,0.0
339000,T2P0W3,1216 - 222 RIVERFRONT AVE SW,1.0,1.0,,616.0,condo,51.052626000000004,-114.06714299999999,2001.0,19.0,0.9778613353222038,2464.32,,0.0,0.0
569900,T2P0W3,1013 - 222 RIVERFRONT AVE SW,2.0,2.0,,1090.0,condo,51.052490999999996,-114.066799,2000.0,20.0,0.9768777119173024,1945.42,,0.0,1.0
569900,T2P0W3,1013 - 222 RIVERFRONT AVE SW,2.0,2.0,,1090.0,condo,51.052490999999996,-114.066799,1999.0,21.0,0.9768777119173024,1945.42,,0.0,1.0
569900,T2P0W3,1013 - 222 RIVERFRONT AVE SW,2.0,2.0,,1090.0,condo,51.052490999999996,-114.066799,2005.0,15.0,0.9768777119173024,1945.42,,0.0,1.0
569900,T2P0W3,1013 - 222 RIVERFRONT AVE SW,2.0,2.0,,1090.0,condo,51.052484,-114.06642,2021.0,-1.0,0.9900567496105994,1465.88,,0.0,1.0
569900,T2P0W3,1013 - 222 RIVERFRONT AVE SW,2.0,2.0,,1090.0,condo,51.052484,-114.06642,1957.0,63.0,0.9900567496105994,1465.88,,0.0,1.0
569900,T2P0W3,1013 - 222 RIVERFRONT AVE SW,2.0,2.0,,1090.0,condo,51.052484,-114.06642,2010.0,10.0,0.9900567496105994,1465.88,,0.0,1.0
569900,T2P0W3,1013 - 222 RIVERFRONT AVE SW,2.0,2.0,,1090.0,condo,51.052626000000004,-114.06714299999999,1979.0,41.0,0.9778613353222038,2464.32,,0.0,0.0
569900,T2P0W3,1013 - 222 RIVERFRONT AVE SW,2.0,2.0,,1090.0,condo,51.052626000000004,-114.06714299999999,2019.0,1.0,0.9778613353222038,2464.32,,0.0,0.0
569900,T2P0W3,1013 - 222 RIVERFRONT AVE SW,2.0,2.0,,1090.0,condo,51.052626000000004,-114.06714299999999,2001.0,19.0,0.9778613353222038,2464.32,,0.0,0.0
375000,T2R1A7,406 - 1500 7 ST SW,2.0,2.0,,804.0,condo,51.03875,-114.078928,2013.0,7.0,0.7721838944380967,1621.55,,0.0,0.0
375000,T2R1A7,406 - 1500 7 ST SW,2.0,2.0,,804.0,condo,51.03875,-114.078928,2000.0,20.0,0.7721838944380967,1621.55,,0.0,0.0
375000,T2R1A7,406 - 1500 7 ST SW,2.0,2.0,,804.0,condo,51.03875,-114.078928,1970.0,50.0,0.7721838944380967,1621.55,,0.0,0.0
375000,T2R1A7,406 - 1500 7 ST SW,2.0,2.0,,804.0,condo,51.03875,-114.078928,1994.0,26.0,0.7721838944380967,1621.55,,0.0,0.0
375000,T2R1A7,406 - 1500 7 ST SW,2.0,2.0,,804.0,condo,51.03875,-114.078928,2008.0,12.0,0.7721838944380967,1621.55,,0.0,0.0
375000,T2R1A7,406 - 1500 7 ST SW,2.0,2.0,,804.0,condo,51.03875,-114.078928,2014.0,6.0,0.7721838944380967,1621.55,,0.0,0.0
375000,T2R1A7,406 - 1500 7 ST SW,2.0,2.0,,804.0,condo,51.03875,-114.078928,2007.0,13.0,0.7721838944380967,1162.32,,0.0,1.0
375000,T2R1A7,406 - 1500 7 ST SW,2.0,2.0,,804.0,condo,51.03875,-114.078928,1993.0,27.0,0.7721838944380967,1642.73,,0.0,0.0
375000,T2R1A7,406 - 1500 7 ST SW,2.0,2.0,,804.0,condo,51.03875,-114.078928,2003.0,17.0,0.7721838944380967,1642.73,,0.0,0.0
375000,T2R1A7,406 - 1500 7 ST SW,2.0,2.0,,804.0,condo,51.03875,-114.078928,2015.0,5.0,0.7721838944380967,1642.73,,0.0,0.0
375000,T2R1A7,406 - 1500 7 ST SW,2.0,2.0,,804.0,condo,51.03875,-114.078928,2001.0,19.0,0.7721838944380967,950.87,,0.0,0.0
375000,T2R1A7,406 - 1500 7 ST SW,2.0,2.0,,804.0,condo,51.03875,-114.078928,,,0.7721838944380967,950.87,,0.0,0.0
375000,T2R1A7,406 - 1500 7 ST SW,2.0,2.0,,804.0,condo,51.03875,-114.078928,1965.0,55.0,0.7721838944380967,950.87,,0.0,0.0
375000,T2R1A7,406 - 1500 7 ST SW,2.0,2.0,,804.0,condo,51.03875,-114.078928,1997.0,23.0,0.7721838944380967,1642.73,,0.0,1.0
375000,T2R1A7,1103 - 1500 7 ST SW,1.0,2.0,,760.0,condo,51.03875,-114.078928,2013.0,7.0,0.7721838944380967,1621.55,,0.0,0.0
375000,T2R1A7,1103 - 1500 7 ST SW,1.0,2.0,,760.0,condo,51.03875,-114.078928,2000.0,20.0,0.7721838944380967,1621.55,,0.0,0.0
375000,T2R1A7,1103 - 1500 7 ST SW,1.0,2.0,,760.0,condo,51.03875,-114.078928,1970.0,50.0,0.7721838944380967,1621.55,,0.0,0.0
375000,T2R1A7,1103 - 1500 7 ST SW,1.0,2.0,,760.0,condo,51.03875,-114.078928,1994.0,26.0,0.7721838944380967,1621.55,,0.0,0.0
375000,T2R1A7,1103 - 1500 7 ST SW,1.0,2.0,,760.0,condo,51.03875,-114.078928,2008.0,12.0,0.7721838944380967,1621.55,,0.0,0.0
375000,T2R1A7,1103 - 1500 7 ST SW,1.0,2.0,,760.0,condo,51.03875,-114.078928,2014.0,6.0,0.7721838944380967,1621.55,,0.0,0.0
375000,T2R1A7,1103 - 1500 7 ST SW,1.0,2.0,,760.0,condo,51.03875,-114.078928,2007.0,13.0,0.7721838944380967,1162.32,,0.0,1.0
375000,T2R1A7,1103 - 1500 7 ST SW,1.0,2.0,,760.0,condo,51.03875,-114.078928,1993.0,27.0,0.7721838944380967,1642.73,,0.0,0.0
375000,T2R1A7,1103 - 1500 7 ST SW,1.0,2.0,,760.0,condo,51.03875,-114.078928,2003.0,17.0,0.7721838944380967,1642.73,,0.0,0.0
375000,T2R1A7,1103 - 1500 7 ST SW,1.0,2.0,,760.0,condo,51.03875,-114.078928,2015.0,5.0,0.7721838944380967,1642.73,,0.0,0.0
375000,T2R1A7,1103 - 1500 7 ST SW,1.0,2.0,,760.0,condo,51.03875,-114.078928,2001.0,19.0,0.7721838944380967,950.87,,0.0,0.0
375000,T2R1A7,1103 - 1500 7 ST SW,1.0,2.0,,760.0,condo,51.03875,-114.078928,,,0.7721838944380967,950.87,,0.0,0.0
375000,T2R1A7,1103 - 1500 7 ST SW,1.0,2.0,,760.0,condo,51.03875,-114.078928,1965.0,55.0,0.7721838944380967,950.87,,0.0,0.0
375000,T2R1A7,1103 - 1500 7 ST SW,1.0,2.0,,760.0,condo,51.03875,-114.078928,1997.0,23.0,0.7721838944380967,1642.73,,0.0,1.0
